FID,MASK,X,Y,landcover,geology,flowaccum,winter_rad
7680,0,749264.3663,3855942.022,1,2,1,3
7681,0,745122.3752,3849541.6,14,1,3,3
7682,0,733850.5655,3850695.958,5,4,2,2
7683,0,730584.3481,3840980.456,3,5,2,3
7684,0,745505.5343,3842398.415,3,3,1,2
7685,0,744842.2539,3839344.84,0,4,2,3
7686,0,743141.8204,3853180.966,5,1,1,3
7687,0,746131.1424,3841004.835,1,3,1,3
7688,0,731735.7053,3850284.149,5,4,1,2
7689,0,727608.1957,3846369.254,8,5,1,3
7690,0,726078.3536,3850201.378,4,5,1,3
7691,0,729666.9317,3848189.789,8,5,2,3
7692,0,734917.4127,3847167.277,2,3,1,1
7693,0,738475.1103,3845895.795,4,2,3,2
7694,0,751975.864,3851302.643,1,2,1,2
7695,0,750652.5763,3847699.46,14,4,2,3
7696,0,740334.9295,3849487.354,1,1,1,2
7697,0,728033.7201,3839701.499,10,4,1,2
7698,0,751104.3772,3851840.606,3,2,1,2
7699,0,753318.0947,3841150.755,3,3,1,3
7700,0,730444.7116,3854370.19,1,2,1,2
7701,0,739906.1742,3850183.803,1,1,1,3
7702,0,742723.4516,3845689.384,1,2,1,2
7703,0,748019.1901,3851669.165,12,2,1,2
7704,0,731447.6665,3845776.821,10,4,2,2
7705,0,735315.7889,3848895.848,3,1,1,2
7706,0,731078.8196,3842321.833,3,5,1,2
7707,0,732329.8309,3845865.171,3,3,1,3
7708,0,744034.0175,3840005.887,3,1,2,3
7709,0,734251.6994,3846868.016,1,3,1,2
7710,0,732670.0895,3853281.816,4,1,1,3
7711,0,743405.8898,3852577.68,1,1,1,2
7712,0,743624.6101,3848116.594,1,1,1,2
7713,0,748144.1799,3849378.84,1,1,1,3
7714,0,749465.6579,3848048.264,11,1,2,3
7715,0,732746.7614,3841124.428,11,5,2,2
7716,0,750108.6634,3842724.275,3,3,3,2
7717,0,751149.0989,3850079.322,10,2,1,3
7718,0,749839.4492,3854195.066,1,2,1,2
7719,0,726664.5809,3848790.616,8,5,2,3
7720,0,750866.8059,3851601.377,4,2,1,3
7721,0,751816.1272,3846980.253,1,4,1,2
7722,0,749891.4069,3852038.71,3,2,2,2
7723,0,747376.8036,3850334.11,14,1,1,3
7724,0,755065.1726,3845766.208,3,1,1,1
7725,0,748929.5388,3845321.736,3,3,1,1
7726,0,748053.2705,3848562.575,10,4,1,3
7727,0,741820.6118,3841748.071,4,2,1,2
7728,0,732122.095,3841829.128,11,5,1,3
7729,0,725958.1481,3847324.899,11,5,1,3
7730,0,729190.7962,3850771.389,4,3,1,2
7731,0,734400.3065,3840944.176,11,5,1,3
7732,0,743220.469,3851297.703,1,1,1,2
7733,0,745888.9984,3846316.216,4,2,1,2
7734,0,738202.4213,3843418.295,3,2,1,3
7735,0,740358.0599,3840337.228,1,5,1,3
7736,0,740781.5576,3851744.875,1,1,2,2
7737,0,744909.795,3842714.824,4,3,1,2
7738,0,745128.5972,3841066.131,10,2,1,2
7739,0,748641.1114,3851254.382,4,2,2,3
7740,0,746308.321,3849801.735,14,1,1,3
7741,0,735348.1728,3846902.049,2,3,1,3
7742,0,734194.1082,3839578.887,3,4,1,3
7743,0,743378.0995,3847774.553,3,1,1,2
7744,0,727077.4904,3843580.492,4,5,1,3
7745,0,738347.0164,3851482.712,3,1,3,2
7746,0,738797.6003,3841947.38,10,1,1,2
7747,0,733077.2202,3854863.654,3,2,1,1
7748,0,727651.9352,3841941.239,8,3,2,3
7749,0,755148.9161,3842899.857,1,3,1,2
7750,0,729786.3954,3853506.723,4,2,2,3
7751,0,725771.5962,3848487.993,11,5,1,3
7752,0,731129.0832,3853150.526,1,2,2,2
7753,0,746102.4501,3852402.874,1,1,1,2
7754,0,727664.2916,3846545.584,3,5,1,2
7755,0,742773.7812,3852494.712,1,1,1,2
7756,0,744322.3251,3842931.714,1,3,1,2
7757,0,740939.5275,3853974.601,3,1,1,2
7758,0,737197.3397,3851720.874,10,1,3,2
7759,0,747490.1669,3847470.385,1,4,1,1
7760,0,736227.705,3854301.572,10,2,2,2
7761,0,740563.4003,3841535.058,10,2,1,2
7762,0,751516.064,3843960.197,1,3,1,2
7763,0,736393.7577,3841385.855,8,5,1,3
7764,0,738648.9798,3851933.014,4,1,2,3
7765,0,750107.7358,3840556.166,4,3,1,3
7766,0,733052.2015,3842621.732,4,5,2,2
7767,0,745056.8488,3839671.245,4,1,1,3
7768,0,738333.347,3850736.89,4,1,1,2
7769,0,727055.5903,3854087.455,3,5,1,2
7770,0,725746.502,3841122.69,4,5,1,3
7771,0,738356.2967,3854644.377,3,2,1,3
7772,0,731265.5413,3838931.546,3,4,1,3
7773,0,753291.3691,3848135.184,15,1,2,3
7774,0,727879.8881,3845882.796,4,5,1,3
7775,0,755499.0846,3849350.182,1,1,1,3
7776,0,753796.4502,3845408.199,3,2,1,1
7777,0,751564.9885,3846356.474,1,1,1,2
7778,0,727062.9841,3849678.743,1,5,1,3
7779,0,753896.631,3843186.338,4,3,1,1
7780,0,736169.7064,3854055.294,14,1,1,3
7781,0,734762.1062,3854222.014,5,1,1,2
7782,0,742947.4724,3844352.07,1,2,1,2
7783,0,738746.7001,3846997.477,3,1,1,2
7784,0,734417.8074,3844888.278,8,5,1,3
7785,0,754023.0952,3840022.573,4,3,1,3
7786,0,754110.043,3855380.038,3,2,2,2
7787,0,745900.5981,3855013.203,1,1,1,3
7788,0,737557.7455,3839551.979,3,5,1,3
7789,0,731034.6124,3842680.945,1,5,1,3
7790,0,756207.4038,3840895.872,3,3,1,3
7791,0,739790.272,3841158.705,10,1,2,3
7792,0,729606.9317,3846253.164,1,5,2,3
7793,0,730465.31,3839070.838,12,4,1,3
7794,0,735191.1931,3839947.267,8,5,1,3
7795,0,735288.3922,3847190.002,2,3,2,2
7796,0,728433.6381,3844046.503,8,5,1,2
7797,0,745926.4412,3843083.614,3,3,1,2
7798,0,740906.6433,3845281.028,4,2,1,2
7799,0,741966.4143,3847826.525,1,1,1,3
7800,0,739667.3423,3841454.751,10,1,1,2
7801,0,740752.7596,3851653.993,1,1,1,2
7802,0,752201.9151,3855404.347,1,2,1,3
7803,0,746961.7744,3847631.564,14,4,1,2
7804,0,749218.2078,3852009.513,1,2,1,3
7805,0,727392.5537,3847629.581,8,5,1,3
7806,0,735083.107,3843566.671,8,5,2,3
7807,0,736454.2214,3842342.073,3,5,1,3
7808,0,754405.6994,3839183.798,3,3,2,2
7809,0,730970.2751,3841993.787,4,5,1,3
7810,0,739478.401,3853546.983,4,1,1,3
7811,0,755751.2835,3854532.697,1,3,1,2
7812,0,741034.4086,3840601.216,1,1,1,3
7813,0,729683.6865,3850499.744,4,2,2,2
7814,0,725738.2605,3854948.048,8,5,2,3
7815,0,729997.0957,3851219.578,6,4,2,3
7816,0,729966.3237,3851752.123,1,2,2,3
7817,0,726472.0685,3839696.014,10,4,1,3
7818,0,738617.8465,3847728.9,1,1,2,3
7819,0,755912.6794,3840740.789,3,3,2,1
7820,0,738753.001,3854005.592,1,2,3,2
7821,0,735744.3296,3852228.934,10,4,1,3
7822,0,749220.8701,3848677.108,1,1,1,3
7823,0,752624.574,3851576.547,4,3,2,2
7824,0,750989.5642,3846993.993,1,4,2,2
7825,0,746941.6348,3839180.699,1,1,2,3
7826,0,751763.7374,3847272.835,14,4,1,2
7827,0,737961.4622,3845580.422,4,2,1,2
7828,0,755165.1463,3850389.36,1,3,1,3
7829,0,726709.1695,3846588.118,8,3,1,2
7830,0,744512.2892,3853377.519,14,1,2,3
7831,0,741824.9221,3845467.974,4,2,1,1
7832,0,729460.5429,3840090.746,7,5,1,3
7833,0,752338.9632,3839035.5,3,2,1,1
7834,0,749327.6761,3844352.728,3,3,1,1
7835,0,727282.0073,3839302.754,11,4,2,3
7836,0,726929.617,3846197.813,3,3,1,3
7837,0,751399.5334,3842447.397,3,3,1,2
7838,0,746272.1348,3838984.447,1,4,1,3
7839,0,735590.811,3846768.539,2,3,1,2
7840,0,752191.3729,3845472.178,3,3,1,2
7841,0,743284.2883,3846388.311,1,2,1,2
7842,0,739485.8259,3853347.135,4,1,2,2
7843,0,730074.7758,3849890.934,4,2,1,3
7844,0,738505.7819,3850565.801,3,1,1,3
7845,0,748721.366,3850658.21,10,2,1,3
7846,0,738123.5729,3843549.982,3,2,1,3
7847,0,725704.6031,3850564.404,0,5,1,3
7848,0,748782.5939,3846208.339,3,3,1,2
7849,0,737892.6091,3846299.056,3,2,1,1
7850,0,745013.429,3845250.21,1,3,1,3
7851,0,741078.1419,3844999.886,4,2,1,2
7852,0,751889.6587,3852199.929,4,3,1,3
7853,0,740710.9069,3853445.122,3,1,2,3
7854,0,753037.0706,3855182.913,3,2,1,3
7855,0,727234.7953,3855016.216,4,2,1,2
7856,0,746443.4664,3850853.342,4,1,1,3
7857,0,748608.208,3841113.099,10,3,1,2
7858,0,749232.0177,3839496.33,3,2,1,1
7859,0,751290.22,3841271.328,4,3,1,3
7860,0,737884.9738,3841241.563,1,5,1,3
7861,0,747594.5921,3843759.237,3,3,1,1
7862,0,726615.682,3851402.136,0,4,1,2
7863,0,755370.5381,3848241.304,1,4,1,2
7864,0,754164.5649,3845346.757,4,1,1,2
7865,0,728151.8611,3854833.841,4,5,1,2
7866,0,734618.5494,3855861.477,10,2,2,2
7867,0,755690.6911,3856235.162,1,3,3,3
7868,0,745599.6066,3848620.234,10,4,1,2
7869,0,733736.2652,3847141.197,4,3,1,3
7870,0,751915.3411,3855980.465,4,1,1,3
7871,0,740481.538,3847667.087,1,1,1,2
7872,0,739552.297,3849857.419,1,1,2,2
7873,0,731679.2068,3850043.303,5,4,1,2
7874,0,752301.8502,3848874.233,3,1,1,2
7875,0,730075.3226,3842720.46,8,5,1,3
7876,0,755730.8746,3845483.823,3,1,1,1
7877,0,738908.2372,3856132.173,1,2,2,3
7878,0,747406.2981,3855865.217,1,1,1,3
7879,0,752051.0421,3851932.465,4,3,1,3
7880,0,729212.6551,3853194.416,1,2,1,2
7881,0,739178.7229,3854707.558,3,2,1,2
7882,0,744460.5925,3852111.603,1,1,2,3
7883,0,731439.7192,3850641.702,4,4,1,2
7884,0,750061.9772,3852513.579,1,3,1,3
7885,0,731576.5721,3852136.87,4,1,1,2
7886,0,742680.7209,3840531.618,3,1,1,2
7887,0,728411.8909,3845260.419,4,5,2,3
7888,0,754698.4273,3852160.496,1,3,2,2
7889,0,755855.479,3844116.499,1,3,1,3
7890,0,737368.9716,3842648.391,8,5,3,3
7891,0,751264.6094,3838976.929,3,2,1,2
7892,0,750071.1313,3839354.301,3,2,1,1
7893,0,740172.1473,3844776.931,4,2,1,2
7894,0,731737.9807,3841336.213,1,5,1,3
7895,0,731566.8115,3854301.824,1,2,2,2
7896,0,736681.7911,3855924.671,1,2,1,3
7897,0,727191.0383,3850198.866,4,5,1,3
7898,0,756456.6078,3850372.221,3,2,1,2
7899,0,754124.9805,3855044.388,1,2,1,2
7900,0,731991.473,3851419.76,4,1,2,3
7901,0,737263.2478,3841282.733,8,5,1,2
7902,0,742481.0956,3848437.448,1,1,2,2
7903,0,738699.087,3847565.627,1,1,1,2
7904,0,739774.6065,3855414.007,3,2,1,3
7905,0,731989.1345,3843462.022,11,5,2,3
7906,0,741368.4491,3839923.312,5,5,1,2
7907,0,747186.5219,3846480.688,4,3,3,2
7908,0,727194.8101,3839361.272,10,4,2,3
7909,0,739939.3173,3850865.989,1,1,2,3
7910,0,751776.6331,3850149.077,3,1,1,3
7911,0,742556.3078,3844733.869,4,2,2,3
7912,0,733151.7773,3845176.632,3,5,2,3
7913,0,742999.0326,3842306.973,3,2,1,2
7914,0,739010.4474,3854990.31,3,2,1,2
7915,0,726152.8363,3840517.44,11,5,1,2
7916,0,737251.5238,3855834.727,4,2,2,3
7917,0,755758.1695,3854111.538,1,3,1,2
7918,0,754951.1533,3854803.167,1,2,1,2
7919,0,728284.8913,3851072.672,4,4,3,2
7920,0,752709.6192,3845244.736,3,3,2,1
7921,0,727299.281,3847439.356,8,5,1,3
7922,0,725947.5362,3847778.851,11,5,1,3
7923,0,744761.8829,3843411.435,4,3,2,3
7924,0,741652.3963,3849988.359,10,1,1,3
7925,0,728693.1983,3842330.759,3,4,1,3
7926,0,742625.7281,3842651.49,4,2,1,1
7927,0,742926.5246,3844314.44,1,2,1,3
7928,0,754351.1456,3853035.966,1,3,1,3
7929,0,746681.4632,3846242.04,3,3,2,2
7930,0,739674.6908,3840797.796,10,1,2,2
7931,0,737183.9546,3844817.243,4,2,1,2
7932,0,736417.7457,3846739.374,2,3,2,1
7933,0,732179.0546,3839424.57,12,4,2,3
7934,0,739325.0764,3840199.737,1,5,1,3
7935,0,748703.4506,3848992.068,1,1,1,3
7936,0,745257.1279,3847726.023,4,1,1,3
7937,0,749160.8668,3852128.532,4,2,1,2
7938,0,731902.2139,3843779.809,11,5,2,3
7939,0,741954.6637,3839650.223,14,4,1,3
7940,0,741819.2532,3846204.133,4,2,1,3
7941,0,729735.007,3853784.82,4,2,1,3
7942,0,749424.7744,3854618.503,4,2,1,2
7943,0,754289.5285,3853359.529,4,3,1,2
7944,0,729833.3058,3847092.477,8,5,1,3
7945,0,731134.8524,3838953.969,0,4,1,3
7946,0,730714.1039,3840563.563,1,5,1,3
7947,0,755260.2268,3849949.519,1,2,1,3
7948,0,748327.1738,3845561.154,3,3,1,2
7949,0,737123.3104,3847686.083,4,2,1,3
7950,0,733985.7749,3843135.083,3,5,1,2
7951,0,729870.1353,3848745.28,4,5,1,3
7952,0,748319.5227,3841925.75,10,3,1,3
7953,0,745104.6801,3850330.131,1,1,1,2
7954,0,755627.9574,3845937.543,4,1,1,2
7955,0,738659.2925,3841798.653,10,1,2,2
7956,0,755219.4713,3843423.717,1,3,1,3
7957,0,737409.1082,3846600.682,4,2,1,2
7958,0,742025.4667,3839838.897,10,4,2,3
7959,0,738413.2265,3851415.268,4,1,3,2
7960,0,730075.0115,3852872.931,3,2,1,3
7961,0,752960.7959,3846584.422,1,4,2,2
7962,0,732654.8713,3840051.039,1,5,1,3
7963,0,750354.0011,3852130.943,1,3,1,3
7964,0,747416.3376,3844212.462,3,3,1,2
7965,0,750456.876,3856119.269,3,1,1,3
7966,0,732915.653,3855111.67,1,2,1,2
7967,0,727180.0054,3854474.321,4,5,3,2
7968,0,748398.6878,3847358.357,4,1,2,1
7969,0,726366.5827,3849055.687,0,5,1,2
7970,0,749119.7363,3842748.356,1,3,1,3
7971,0,736700.6542,3853178.879,0,1,1,2
7972,0,734089.3274,3845037.587,1,1,2,3
7973,0,747990.3236,3848833.023,1,4,1,3
7974,0,738540.919,3845019.224,1,2,1,3
7975,0,751657.9074,3849729.15,3,1,1,3
7976,0,750265.2025,3848898.634,1,1,1,3
7977,0,747142.113,3839524.401,4,2,1,3
7978,0,752509.9806,3847979.804,1,1,1,2
7979,0,756142.6992,3844298.74,1,2,2,2
7980,0,756383.1859,3840071.447,4,3,1,3
7981,0,753976.1474,3856158.27,1,3,2,2
7982,0,747471.2261,3855607.31,4,2,2,2
7983,0,736183.9614,3849551.353,10,4,1,2
7984,0,749370.6184,3854023.225,3,2,1,1
7985,0,737000.2011,3852037.283,10,1,1,2
7986,0,743521.2476,3845664.703,15,2,1,2
7987,0,739834.0905,3856343.198,1,2,2,3
7988,0,740701.134,3842411.563,1,2,1,2
7989,0,728796.6235,3850276.258,4,3,1,1
7990,0,743571.0476,3852370.172,1,1,1,1
7991,0,728765.0832,3856269.213,4,3,3,2
7992,0,741192.3128,3854137.45,1,2,1,3
7993,0,743254.0047,3854847.072,1,1,1,2
7994,0,752891.9137,3843554.384,1,3,1,2
7995,0,746459.5827,3851091.492,14,1,2,2
7996,0,753525.1617,3853472.41,1,3,1,2
7997,0,731407.9772,3853448.182,3,2,1,2
7998,0,744608.5036,3847055.972,10,1,2,2
7999,0,754363.3606,3849049.892,1,1,3,3
8000,0,741598.1125,3839895.088,5,5,1,2
8001,0,730327.6941,3842237.148,4,5,1,3
8002,0,756462.9911,3854114.389,1,3,1,3
8003,0,753745.3998,3848054.859,14,1,1,3
8004,0,731152.0811,3849867.621,4,2,1,2
8005,0,741738.3597,3854935.76,1,1,1,3
8006,0,748202.5718,3849568.181,1,1,1,2
8007,0,729955.9561,3840743.242,1,5,1,3
8008,0,732793.5042,3840551.784,1,5,1,3
8009,0,741914.8205,3856384.534,1,1,1,2
8010,0,744674.5714,3846425.862,10,2,1,2
8011,0,727955.6786,3841397.117,8,5,1,2
8012,0,734513.819,3840253.791,3,5,1,3
8013,0,730184.2917,3850354.651,4,2,1,1
8014,0,739544.9143,3854847.777,4,2,1,2
8015,0,750242.7085,3847273.601,1,4,1,2
8016,0,732818.0787,3840885.637,1,5,1,3
8017,0,754263.6019,3851809.271,1,3,1,2
8018,0,730287.6525,3855500.567,8,3,2,2
8019,0,755163.5291,3839288.068,4,3,1,2
8020,0,740688.0866,3852212.681,4,1,2,2
8021,0,727107.1075,3846047.045,3,3,3,2
8022,0,730009.0133,3847245.844,8,5,1,3
8023,0,755607.5685,3839541.181,3,3,1,2
8024,0,741492.7408,3855531.407,4,1,1,3
8025,0,745673.3665,3839670.244,4,1,2,2
8026,0,756105.9658,3846730.265,1,4,1,2
8027,0,740099.7788,3850785.7,1,1,1,3
8028,0,743282.131,3849171.798,5,4,1,2
8029,0,737892.8569,3845963.871,4,2,2,3
8030,0,733984.6896,3839876.983,6,4,1,3
8031,0,756051.5842,3852737.094,1,3,1,3
8032,0,748141.5368,3845901.106,3,3,3,2
8033,0,735103.6883,3839666.576,10,4,1,3
8034,0,748261.2617,3842692.137,4,3,1,2
8035,0,753635.1904,3855227.979,1,2,1,3
8036,0,729267.2542,3839719.415,7,5,1,3
8037,0,750674.1324,3856037.389,4,1,1,3
8038,0,745712.6214,3844011.103,10,3,1,3
8039,0,746252.8029,3850792.72,14,1,1,2
8040,0,739313.4812,3846989.418,1,1,1,3
8041,0,728121.5974,3849429.418,1,5,2,3
8042,0,740146.2948,3840069.371,3,5,1,2
8043,0,731629.2069,3841586.258,11,5,2,3
8044,0,748475.2568,3846996.371,3,1,1,2
8045,0,744051.896,3853572.99,14,1,3,3
8046,0,747006.1716,3855955.619,3,1,1,3
8047,0,744175.4069,3853185.134,14,1,1,3
8048,0,737391.6925,3849313.479,10,4,1,2
8049,0,755510.7154,3848894.553,14,1,1,3
8050,0,725700.1095,3849004.563,11,-9999,2,3
8051,0,729750.2441,3847818.685,4,5,1,3
8052,0,735996.4151,3843107.052,10,4,1,3
8053,0,725704.6149,3844093.004,8,3,1,3
8054,0,745860.5231,3843937.65,3,3,3,2
8055,0,737016.9235,3851857.692,10,1,1,3
8056,0,746540.6032,3855756.686,1,1,1,2
8057,0,726556.5412,3839655.804,10,4,2,3
8058,0,728904.4838,3845001.114,8,5,1,3
8059,0,745873.6685,3842809.975,3,3,1,1
8060,0,736112.4666,3840944.011,10,5,1,2
8061,0,740110.0886,3848218.899,10,4,1,2
8062,0,753287.1971,3839928.639,3,3,1,2
8063,0,750704.6691,3850573.434,10,2,1,3
8064,0,729540.4789,3850960.492,4,4,2,1
8065,0,745641.3607,3849337.631,14,1,1,3
8066,0,749731.1395,3843257.441,3,3,3,2
8067,0,727803.6241,3853176.843,4,2,1,2
8068,0,755581.895,3846089.361,1,1,1,2
8069,0,752718.0424,3853572.669,1,3,2,3
8070,0,729261.2645,3839074.527,12,4,1,3
8071,0,734068.3429,3851797.287,3,1,1,3
8072,0,739058.4787,3840677.813,10,4,3,2
8073,0,749318.3745,3848515.718,1,1,1,3
8074,0,740976.2611,3850568.37,10,1,1,3
8075,0,735431.4009,3845207.774,4,2,1,3
8076,0,740474.4497,3843696.968,4,2,2,3
8077,0,750333.8797,3854130.246,4,2,1,2
8078,0,744879.7136,3839049.168,10,4,1,3
8079,0,751885.7036,3843578.258,3,3,1,2
8080,0,740046.632,3856145.631,3,2,2,3
8081,0,730244.6831,3842541.59,1,5,1,3
8082,0,739531.5561,3852207.332,1,1,1,2
8083,0,732246.1042,3851668.451,3,1,1,2
8084,0,738329.5137,3855336.266,4,2,1,3
8085,0,748840.509,3854594.097,4,2,2,1
8086,0,742984.8112,3844426.926,1,2,1,2
8087,0,745505.9305,3856393.246,3,1,1,2
8088,0,741012.8992,3853515.171,3,1,2,3
8089,0,744903.1139,3840934.409,4,2,3,2
8090,0,750556.8489,3851279.769,3,2,1,3
8091,0,747493.023,3853741.533,1,2,1,2
8092,0,751441.3898,3855912.84,1,2,1,3
8093,0,739145.5543,3839785.021,1,5,1,3
8094,0,731209.7795,3853564.874,1,2,1,3
8095,0,725895.2999,3845086.821,11,5,1,3
8096,0,739968.382,3840657.328,1,1,3,2
8097,0,736000.1985,3844263.168,10,2,2,3
8098,0,755201.9078,3855605.335,1,3,1,2
8099,0,729458.9154,3855360.864,3,3,1,3
8100,0,744581.127,3848002.637,4,1,1,3
8101,0,725790.4906,3848976.359,11,5,1,3
8102,0,727926.0063,3845484.988,3,5,1,2
8103,0,750471.7042,3850657.454,10,2,2,3
8104,0,732149.1503,3846554.46,10,3,1,2
8105,0,756399.1578,3848519.293,1,4,1,2
8106,0,749215.5806,3847109.688,3,1,1,1
8107,0,738517.6857,3852603.273,4,1,1,3
8108,0,745380.2731,3848734.169,10,4,1,2
8109,0,734672.4707,3840343.374,11,5,1,3
8110,0,739077.5641,3854208.367,3,1,1,3
8111,0,745502.6291,3847216.487,1,1,2,3
8112,0,748625.378,3855711.377,1,2,1,2
8113,0,729743.2628,3849489.244,4,3,1,3
8114,0,750667.6212,3856158.706,4,1,1,3
8115,0,738641.0534,3855551.579,4,2,1,3
8116,0,728503.4682,3841689.9,1,4,1,2
8117,0,728104.228,3852749.478,4,2,1,3
8118,0,735015.7287,3850695.006,1,4,1,3
8119,0,730038.1386,3851303.154,4,4,1,3
8120,0,740473.9367,3847508.747,1,1,1,2
8121,0,736163.4364,3847127.12,2,3,1,1
8122,0,745895.9005,3843498.26,4,3,1,3
8123,0,728669.6133,3840195.973,11,5,2,3
8124,0,746919.5052,3851240.46,10,1,1,3
8125,0,736085.1359,3852705.202,10,1,3,2
8126,0,750882.7311,3852158.817,1,3,1,3
8127,0,730970.7776,3856295.569,1,3,2,2
8128,0,740936.764,3853046.905,3,1,1,2
8129,0,742014.3055,3849927.251,10,1,1,3
8130,0,728115.5416,3844550.046,8,5,2,2
8131,0,750034.6625,3840258.646,4,3,1,2
8132,0,754299.3067,3841974.829,3,3,1,1
8133,0,740473.8024,3843683.22,4,2,2,3
8134,0,739897.0434,3838988.217,1,5,3,3
8135,0,728982.7819,3854273.732,1,2,1,3
8136,0,749593.4577,3854576.041,1,2,2,2
8137,0,731145.2615,3844316,3,5,1,3
8138,0,736028.0554,3851351.364,6,1,2,3
8139,0,740043.4866,3846623.963,1,2,1,3
8140,0,736286.9858,3845505.757,3,2,1,2
8141,0,744484.5134,3853000.543,14,1,1,3
8142,0,735511.7469,3846570.741,0,3,1,2
8143,0,728042.5219,3840392.126,1,4,1,3
8144,0,740083.1028,3842340,4,2,1,3
8145,0,743509.5959,3851495.571,1,1,1,2
8146,0,737993.934,3851908.517,1,1,1,2
8147,0,755812.3439,3846691.873,1,4,1,2
8148,0,749108.9811,3842409.545,10,3,1,2
8149,0,749521.7516,3848739.109,1,1,2,3
8150,0,735587.1264,3847232.821,2,3,2,3
8151,0,732239.022,3852233.127,4,1,2,3
8152,0,729600.715,3853929.7,4,2,1,3
8153,0,728449.7853,3844364.592,8,4,2,2
8154,0,732416.4031,3852059.826,3,1,2,3
8155,0,734889.8269,3846240.914,3,3,1,2
8156,0,741972.034,3854050.662,1,1,1,2
8157,0,732014.7153,3849060.795,4,2,2,2
8158,0,740999.8053,3842064.405,10,2,1,2
8159,0,753503.7869,3851746.781,1,3,1,2
8160,0,755731.7599,3856222.903,1,3,3,2
8161,0,737743.1688,3839342.735,4,5,1,3
8162,0,755463.249,3844867.416,4,1,1,3
8163,0,750077.1553,3856310.408,4,1,1,3
8164,0,750108.8659,3842011.922,1,3,1,3
8165,0,743801.0703,3839128.01,4,4,2,3
8166,0,732477.2645,3847801.154,4,3,1,2
8167,0,726670.7041,3852056.229,4,5,1,3
8168,0,729737.438,3854699.237,1,5,1,2
8169,0,747999.9248,3848272.103,14,4,1,3
8170,0,734352.104,3849970.628,10,4,1,2
8171,0,739164.2286,3845101.854,4,2,1,3
8172,0,748063.4632,3852390.318,10,2,1,2
8173,0,734524.9272,3845437.903,4,1,1,3
8174,0,740094.286,3848725.83,14,4,1,2
8175,0,733409.0292,3851868.691,1,1,2,3
8176,0,753149.5952,3845341.589,3,2,1,1
8177,0,730159.5154,3847809.03,8,5,1,3
8178,0,742170.7401,3847997.003,1,1,1,2
8179,0,728862.6114,3847293.948,4,5,1,3
8180,0,750074.8299,3845265.584,3,3,1,2
8181,0,744682.5181,3852742.95,1,1,3,3
8182,0,727445.547,3853512.11,4,4,1,2
8183,0,731959.4381,3839848.072,4,5,1,3
8184,0,754844.8502,3853989.512,1,3,1,2
8185,0,749874.4374,3853758.29,1,2,1,3
8186,0,727613.1212,3854896.499,4,2,1,3
8187,0,749865.4349,3845982.36,3,3,1,1
8188,0,756024.1976,3838996.024,1,3,2,3
8189,0,728020.1745,3843404.362,4,3,1,3
8190,0,753803.9882,3847125.977,14,1,1,2
8191,0,750179.7039,3851458.77,1,2,2,3
8192,0,745864.8878,3853259.805,14,2,2,2
8193,0,728133.5839,3855484.086,4,5,1,1
8194,0,738912.3883,3856352.48,4,2,1,3
8195,0,751907.3,3847013.949,1,4,1,2
8196,0,728269.5446,3844629.502,8,4,2,2
8197,0,744580.0033,3854235.893,1,1,1,3
8198,0,734744.1744,3847669.528,4,2,1,1
8199,0,738829.9826,3850905.454,1,1,1,3
8200,0,734476.3613,3854371.135,5,1,1,3
8201,0,726969.8454,3855263.459,3,5,2,2
8202,0,746238.8369,3847135.116,1,1,1,2
8203,0,735035.3371,3848378.558,3,2,1,2
8204,0,753803.9641,3852785.635,4,3,1,2
8205,0,752210.5564,3840953.216,3,3,1,2
8206,0,727849.8968,3840791.964,1,5,2,3
8207,0,733731.1813,3840448.082,11,5,1,3
8208,0,733892.7193,3841555.026,3,5,1,3
8209,0,740970.7791,3855168.484,3,1,1,3
8210,0,742083.6687,3852964.398,3,1,1,3
8211,0,726443.7246,3844581.611,0,5,3,2
8212,0,743104.4088,3855518.801,1,1,1,3
8213,0,737837.8908,3839960.157,3,5,2,3
8214,0,755112.1497,3854023.804,1,3,1,3
8215,0,739937.5527,3847284.104,1,1,1,2
8216,0,739108.725,3846390.066,3,2,1,2
8217,0,735887.7444,3843948.466,10,1,3,2
8218,0,748980.8193,3847430.712,10,4,1,2
8219,0,726420.9,3848507.123,11,5,1,3
8220,0,746726.6005,3850690.74,14,1,1,3
8221,0,756074.7037,3850288.464,3,2,2,2
8222,0,748876.3412,3856207.063,1,2,1,3
8223,0,739458.5217,3840469.043,1,5,1,2
8224,0,734622.2824,3847232.096,0,3,1,2
8225,0,749019.6545,3853873.757,4,2,1,3
8226,0,734566.8594,3843819.463,8,5,1,3
8227,0,746958.6948,3843319.085,3,3,1,2
8228,0,746815.6993,3846343.15,4,3,1,2
8229,0,751618.3104,3855460.821,1,2,1,2
8230,0,744887.9701,3849319.875,14,4,1,3
8231,0,729867.8206,3840231.515,10,5,1,3
8232,0,733043.5728,3843548.418,11,5,1,3
8233,0,742498.2622,3842675.523,4,2,3,2
8234,0,742852.0559,3847012.464,1,1,1,2
8235,0,726812.237,3839305.279,10,4,1,3
8236,0,726602.7473,3847579.891,8,5,1,3
8237,0,752296.3207,3845353.845,3,3,1,3
8238,0,735577.9116,3855358.685,14,2,1,3
8239,0,732025.317,3852384.218,3,1,1,3
8240,0,751929.5724,3842799.996,4,3,1,2
